ID	log2fold	p	p.adj
ENSMUSG00000000776	0.1904010508	0.6573047099	0.8079156475
ENSMUSG00000015971	-0.1026252246	0.657315484	0.8079156475
ENSMUSG00000015652	0.5815375237	0.6574750407	0.8079156475
ENSMUSG00000091408	-0.4941031725	0.6574689225	0.8079156475
ENSMUSG00000037370	0.2489631247	0.6573640907	0.8079156475
ENSMUSG00000036452	0.3396924505	0.6575939389	0.8079730475
ENSMUSG00000057230	-0.1396653111	0.6576866859	0.8080394162
ENSMUSG00000086946	0.6497351397	0.6578779858	0.8082268531
ENSMUSG00000004637	0.1679123643	0.6579789281	0.8083032666
ENSMUSG00000061878	0.2071431979	0.6581034696	0.8084086603
ENSMUSG00000035441	0.3772685966	0.6584031629	0.8087291839
ENSMUSG00000021217	0.5059840074	0.6584532886	0.8087431391
ENSMUSG00000039501	-0.2068395414	0.6586248224	0.808906203
ENSMUSG00000083064	0.2225277104	0.6586734901	0.8089183555
ENSMUSG00000081999	0.3386226444	0.6587761055	0.8089922465
ENSMUSG00000040740	-0.9124362111	0.6589109941	0.8089922465
ENSMUSG00000097601	0.5564638889	0.659014532	0.8089922465
ENSMUSG00000090460	0.55059989	0.6588209917	0.8089922465
ENSMUSG00000040599	-0.1110068969	0.6590205477	0.8089922465
ENSMUSG00000083219	-0.3999423273	0.6589476669	0.8089922465
ENSMUSG00000021025	0.2444339426	0.6590161204	0.8089922465
ENSMUSG00000024513	-0.30790701	0.6590438681	0.8089922465
ENSMUSG00000037386	2.3980416525	0.6592409586	0.8091405478
ENSMUSG00000071392	0.6238996153	0.6592422486	0.8091405478
ENSMUSG00000108358	-0.8947651296	0.6594077366	0.8092960533
ENSMUSG00000022999	0.1353685149	0.6595230604	0.8093899771
ENSMUSG00000071181	0.5812375535	0.6597540212	0.8096257952
ENSMUSG00000041935	0.3653150196	0.6598971747	0.8097538381
ENSMUSG00000024712	-0.142866766	0.6600916423	0.8099448293
ENSMUSG00000050973	0.2630074172	0.6601525886	0.8099719746
ENSMUSG00000029714	0.1253771865	0.6603389985	0.8101530447
ENSMUSG00000106588	0.5309612323	0.6603898786	0.8101678253
ENSMUSG00000020234	-0.3135062763	0.6606912674	0.8101865895
ENSMUSG00000030327	0.1158402815	0.6605461872	0.8101865895
ENSMUSG00000001089	-0.1162902619	0.660715843	0.8101865895
ENSMUSG00000032897	0.0725775187	0.6605209568	0.8101865895
ENSMUSG00000102837	-0.6835351335	0.6606228594	0.8101865895
ENSMUSG00000025212	0.3002821742	0.6605093831	0.8101865895
ENSMUSG00000061769	1.2365590632	0.6607101723	0.8101865895
ENSMUSG00000085581	-0.8117263012	0.6605793686	0.8101865895
ENSMUSG00000116097	-0.2125624948	0.6608980765	0.8103208673
ENSMUSG00000042579	-0.2715628133	0.6609030283	0.8103208673
ENSMUSG00000019373	0.0979340067	0.661026462	0.81042458
ENSMUSG00000106596	0.8875845488	0.6610754705	0.8104370396
ENSMUSG00000026208	-0.7563663733	0.6614666455	0.8108689479
ENSMUSG00000068120	0.4096048443	0.6616646079	0.8109686708
ENSMUSG00000018999	0.3051185382	0.6616593753	0.8109686708
ENSMUSG00000105814	0.3821084473	0.6616196008	0.8109686708
ENSMUSG00000116508	-0.2218995335	0.6617085768	0.8109749185
ENSMUSG00000103497	0.4531192496	0.6618253417	0.811007929
ENSMUSG00000049764	0.1740197129	0.6618038938	0.811007929
ENSMUSG00000050742	1.6668684691	0.6618521305	0.811007929
ENSMUSG00000097586	-0.4612257512	0.6619166592	0.8110111109
ENSMUSG00000096967	-0.9477364094	0.6619456076	0.8110111109
ENSMUSG00000105676	0.3035349288	0.6619713467	0.8110111109
ENSMUSG00000050944	1.3126982669	0.6620996499	0.8110254225
ENSMUSG00000001420	0.3632462071	0.6620590805	0.8110254225
ENSMUSG00000038042	-0.3791560925	0.6620805148	0.8110254225
ENSMUSG00000031861	-0.4851145177	0.662177815	0.8110735487
ENSMUSG00000039853	-0.1406637173	0.6623697237	0.8112609807
ENSMUSG00000025757	-0.1730048134	0.6625920612	0.8114380238
ENSMUSG00000018861	-0.3588145402	0.6625720478	0.8114380238
ENSMUSG00000097533	0.6333519636	0.6626754249	0.8114415485
ENSMUSG00000023919	-0.132423614	0.6626524255	0.8114415485
ENSMUSG00000026103	-0.259595463	0.6628283022	0.8114415485
ENSMUSG00000089670	0.4468582596	0.6627398443	0.8114415485
ENSMUSG00000021319	1.4319547155	0.6628254101	0.8114415485
ENSMUSG00000115767	0.1616215502	0.6627528621	0.8114415485
ENSMUSG00000034361	-0.1965480289	0.6629870686	0.8115406719
ENSMUSG00000083346	-0.3057482958	0.662975639	0.8115406719
ENSMUSG00000090121	-0.8947650861	0.6631072434	0.8116256701
ENSMUSG00000097174	0.3127380745	0.663134313	0.8116256701
ENSMUSG00000000915	0.1320126837	0.6632791474	0.8117553149
ENSMUSG00000092748	0.6553299121	0.6633416675	0.8117842098
ENSMUSG00000043162	0.2066729868	0.6635892056	0.8118997342
ENSMUSG00000103227	0.3358573895	0.663584866	0.8118997342
ENSMUSG00000053870	-0.1804448785	0.6635164229	0.8118997342
ENSMUSG00000033434	0.1149669196	0.6635917302	0.8118997342
ENSMUSG00000079084	-0.246354136	0.6636841952	0.8119652474
ENSMUSG00000026127	0.0825471832	0.6637608806	0.812011449
ENSMUSG00000034303	-0.1861253495	0.6638119564	0.8120263176
ENSMUSG00000081871	0.314808361	0.6639143425	0.8120905718
ENSMUSG00000028553	0.4617505303	0.6639423326	0.8120905718
ENSMUSG00000038215	-0.3010334209	0.6640409617	0.8121635938
ENSMUSG00000099342	0.6907128906	0.6641464325	0.812174333
ENSMUSG00000074412	0.4997706779	0.664166529	0.812174333
ENSMUSG00000054320	-0.7807289083	0.6641530078	0.812174333
ENSMUSG00000058440	0.0900758238	0.6642208897	0.8121932026
ENSMUSG00000031382	-0.8947650721	0.6642734225	0.812209835
ENSMUSG00000110863	0.7304670659	0.6644397345	0.8123655755
ENSMUSG00000021423	-0.1338014743	0.6645625345	0.8124204944
ENSMUSG00000048920	-0.2312358526	0.6645426568	0.8124204944
ENSMUSG00000086942	-0.3839545562	0.6646323182	0.8124581973
ENSMUSG00000050132	-0.6632070018	0.6647261392	0.8124696884
ENSMUSG00000086212	0.531451217	0.6648364339	0.8124696884
ENSMUSG00000025981	-0.3244510407	0.6648224714	0.8124696884
ENSMUSG00000018727	1.0288235142	0.6647961892	0.8124696884
ENSMUSG00000020775	0.3444177645	0.6647043208	0.8124696884
ENSMUSG00000019055	0.1379180616	0.6648797381	0.8124750176
ENSMUSG00000018899	-0.2057420883	0.6650564993	0.8125973953
ENSMUSG00000021712	-0.1870657619	0.6650577829	0.8125973953
ENSMUSG00000086414	0.7144981504	0.6651928105	0.8126671901
ENSMUSG00000103396	0.7009544715	0.6651781462	0.8126671901
ENSMUSG00000056602	0.3265497143	0.6652707495	0.8126870001
ENSMUSG00000086506	0.8476703007	0.6652869326	0.8126870001
ENSMUSG00000085750	0.4983229642	0.6653589621	0.812727402
ENSMUSG00000028271	0.0999396262	0.6654245629	0.8127599471
ENSMUSG00000084910	-0.3950014765	0.6656949521	0.8130426054
ENSMUSG00000083439	-0.8632698876	0.6658834581	0.813225229
ENSMUSG00000024730	0.5317893377	0.6660060546	0.8133273424
ENSMUSG00000094634	-0.8947650478	0.6662736776	0.8135589217
ENSMUSG00000026227	-0.5328701385	0.6662417732	0.8135589217
ENSMUSG00000105929	-0.5827468605	0.6663921971	0.813560794
ENSMUSG00000113240	-0.3416916835	0.6663185529	0.813560794
ENSMUSG00000111160	-0.2910881396	0.6663641961	0.813560794
ENSMUSG00000087125	1.0115807637	0.6665140871	0.8136143818
ENSMUSG00000026024	0.1723713959	0.6665049738	0.8136143818
ENSMUSG00000101610	-0.3929573794	0.6665805291	0.8136478808
ENSMUSG00000041718	-0.1171628616	0.6666937539	0.8137113555
ENSMUSG00000029014	0.1278782418	0.6667105359	0.8137113555
ENSMUSG00000106853	0.6844029963	0.6671451101	0.8141861516
ENSMUSG00000113047	-0.4090754438	0.6671776086	0.8141861516
ENSMUSG00000086453	-0.3398299109	0.6672814311	0.8142491845
ENSMUSG00000048007	-0.1763009686	0.6673073171	0.8142491845
ENSMUSG00000036613	0.0806158755	0.6673969025	0.8143108707
ENSMUSG00000040459	-0.2356453719	0.6675364652	0.8143858998
ENSMUSG00000098274	0.2541583023	0.6675292989	0.8143858998
ENSMUSG00000058163	-0.4841526874	0.6679744224	0.8145032804
ENSMUSG00000073600	0.6242958024	0.6678313959	0.8145032804
ENSMUSG00000020074	-0.2662915283	0.6678943697	0.8145032804
ENSMUSG00000090243	0.4919884971	0.6679210276	0.8145032804
ENSMUSG00000078604	-0.4545708331	0.6678728393	0.8145032804
ENSMUSG00000024357	-0.1313379685	0.6679840449	0.8145032804
ENSMUSG00000024975	0.2791106658	0.6677071894	0.8145032804
ENSMUSG00000034544	0.0869810365	0.6677690915	0.8145032804
ENSMUSG00000047264	0.1517889812	0.6678387472	0.8145032804
ENSMUSG00000025785	0.2405800971	0.6680460706	0.8145238516
ENSMUSG00000023087	0.2098293881	0.6681158555	0.8145238516
ENSMUSG00000085799	-0.7231045406	0.6681180402	0.8145238516
ENSMUSG00000046321	1.4312586501	0.6682691948	0.8146176557
ENSMUSG00000003812	0.2729203237	0.6682730756	0.8146176557
ENSMUSG00000044068	-0.3405778675	0.6683975521	0.8146265995
ENSMUSG00000032482	0.7937595573	0.668371905	0.8146265995
ENSMUSG00000028078	-0.2114469643	0.6683545203	0.8146265995
ENSMUSG00000112550	-0.288521105	0.6684580644	0.8146527599
ENSMUSG00000109511	0.1362119292	0.66863425	0.8148198807
ENSMUSG00000022468	0.3639064551	0.6687129458	0.8148681845
ENSMUSG00000087968	0.2767763043	0.6687578552	0.8148753144
ENSMUSG00000035437	-0.1306062881	0.6690051122	0.8151289877
ENSMUSG00000082503	-0.4855874986	0.6691827672	0.8152978318
ENSMUSG00000085361	-0.7402360102	0.6692671068	0.8153155359
ENSMUSG00000029580	0.2549066825	0.6692754574	0.8153155359
ENSMUSG00000041775	0.1260743368	0.6695101166	0.8155061632
ENSMUSG00000003360	-0.12749698	0.6694774744	0.8155061632
ENSMUSG00000100131	-0.3260724997	0.6696331025	0.8155131292
ENSMUSG00000031904	0.113064945	0.6695968842	0.8155131292
ENSMUSG00000113432	0.5118636068	0.669619688	0.8155131292
ENSMUSG00000070025	-0.2830239794	0.66991997	0.8155904385
ENSMUSG00000067224	-0.3291426615	0.6698418313	0.8155904385
ENSMUSG00000022906	-0.2735929854	0.6699028782	0.8155904385
ENSMUSG00000038260	0.2139487162	0.669840384	0.8155904385
ENSMUSG00000030432	0.3296731759	0.6698014258	0.8155904385
ENSMUSG00000033377	-1.9550520488	0.6699311386	0.8155904385
ENSMUSG00000034850	0.2301022901	0.6699860332	0.815609675
ENSMUSG00000107767	0.3837098197	0.6700426718	0.8156310322
ENSMUSG00000074577	0.6058072362	0.6701162326	0.8156729849
ENSMUSG00000031284	0.5255422292	0.6701862264	0.815710591
ENSMUSG00000110462	-0.3290026749	0.6705001209	0.8159966737
ENSMUSG00000023912	-0.6286979622	0.6705386077	0.8159966737
ENSMUSG00000021384	0.1265884661	0.6704679207	0.8159966737
ENSMUSG00000066129	0.5416544348	0.670669803	0.816016806
ENSMUSG00000035357	-0.38681647	0.6706064583	0.816016806
ENSMUSG00000024726	0.0898543096	0.6706724907	0.816016806
ENSMUSG00000086494	0.5927152844	0.6707899054	0.8160248878
ENSMUSG00000024053	-0.2954342175	0.6707964735	0.8160248878
ENSMUSG00000037737	-0.8285985791	0.6707232402	0.8160248878
ENSMUSG00000087055	-0.6830002882	0.6709006773	0.8161040656
ENSMUSG00000103869	0.2325263845	0.6710123348	0.8161447176
ENSMUSG00000082884	0.4059520611	0.6709815684	0.8161447176
ENSMUSG00000079419	-0.2353882332	0.6710739859	0.8161447851
ENSMUSG00000105461	0.3401408111	0.6710906288	0.8161447851
ENSMUSG00000028587	-0.3367287803	0.6712617077	0.8162576795
ENSMUSG00000003444	0.1339268926	0.671226975	0.8162576795
ENSMUSG00000073018	-0.5269664029	0.6714247303	0.8162656109
ENSMUSG00000024982	-0.151900118	0.6714187115	0.8162656109
ENSMUSG00000042385	0.5712691648	0.6714010752	0.8162656109
ENSMUSG00000083458	0.3465522646	0.6713308478	0.8162656109
ENSMUSG00000036864	-0.227469018	0.6714800081	0.816285247
ENSMUSG00000022901	-0.3369254034	0.6715804739	0.8163598105
ENSMUSG00000082107	-0.5221049751	0.6717002425	0.8164361734
ENSMUSG00000067615	0.9204331328	0.6717215605	0.8164361734
ENSMUSG00000099757	-0.1956512543	0.6718802456	0.8164863446
ENSMUSG00000040520	-0.2373133756	0.6718411861	0.8164863446
ENSMUSG00000001542	-0.1744479623	0.6718488003	0.8164863446
ENSMUSG00000104388	-0.2051833844	0.6721898683	0.8167198895
ENSMUSG00000054099	0.236735813	0.6721515154	0.8167198895
ENSMUSG00000052253	-0.3307620745	0.6721783409	0.8167198895
ENSMUSG00000060586	0.2747068886	0.6723592131	0.816830505
ENSMUSG00000036305	0.2157707584	0.672333684	0.816830505
ENSMUSG00000025420	0.9201470936	0.672529206	0.8169894507
ENSMUSG00000058579	-1.0637251451	0.672576924	0.8169998467
ENSMUSG00000052241	-0.5500436679	0.6727045941	0.8170597862
ENSMUSG00000102840	-0.7039672915	0.6727004154	0.8170597862
ENSMUSG00000053046	0.2755954428	0.6727889988	0.8171147329
ENSMUSG00000098198	-0.4527481778	0.6728700131	0.8171655558
ENSMUSG00000026709	-0.0954981564	0.6730644062	0.8173064842
ENSMUSG00000039849	-0.1048577783	0.6730581748	0.8173064842
ENSMUSG00000032418	0.359272771	0.6734067929	0.8176746549
ENSMUSG00000074754	0.4222249651	0.6735169183	0.8177607791
ENSMUSG00000084416	0.3385548666	0.6736376972	0.817812236
ENSMUSG00000021619	-0.139111069	0.673603866	0.817812236
ENSMUSG00000045968	0.4317475835	0.6737129471	0.8178559999
ENSMUSG00000020328	-0.1004495112	0.6737965285	0.8179098722
ENSMUSG00000104316	0.8670415168	0.6738855581	0.8179703513
ENSMUSG00000032443	-0.7896235397	0.673994885	0.8180554591
ENSMUSG00000018907	1.0288233362	0.6740548636	0.8180765806
ENSMUSG00000016534	-0.3305995113	0.6740907107	0.8180765806
ENSMUSG00000066090	0.5338120511	0.6741541281	0.8181059548
ENSMUSG00000036885	0.7495001737	0.6746685043	0.8185512024
ENSMUSG00000083287	-0.2500980037	0.6746779694	0.8185512024
ENSMUSG00000032925	-0.4087295858	0.6746374442	0.8185512024
ENSMUSG00000096052	-0.453212747	0.6746013256	0.8185512024
ENSMUSG00000034285	0.1447404784	0.6749375466	0.8186756997
ENSMUSG00000026825	0.3884147619	0.6749288488	0.8186756997
ENSMUSG00000033102	0.1655838633	0.6748705435	0.8186756997
ENSMUSG00000081544	0.4191077743	0.6749123768	0.8186756997
ENSMUSG00000009621	0.1602017706	0.6751350521	0.8187731289
ENSMUSG00000042121	0.1850437833	0.6751294239	0.8187731289
ENSMUSG00000108476	-0.4283812128	0.6751356054	0.8187731289
ENSMUSG00000089993	-0.2499736879	0.6752081799	0.8188135467
ENSMUSG00000048915	0.4010902113	0.6752856015	0.8188254438
ENSMUSG00000025201	-0.3037284223	0.6752964859	0.8188254438
ENSMUSG00000015656	0.2779661493	0.6753571994	0.8188514704
ENSMUSG00000036620	-0.1244686927	0.6755943999	0.8189008733
ENSMUSG00000059562	1.1212400399	0.6755533738	0.8189008733
ENSMUSG00000035443	0.1135740261	0.6755120174	0.8189008733
ENSMUSG00000097073	0.7518314297	0.6754537606	0.8189008733
ENSMUSG00000017561	0.1067171548	0.6755670339	0.8189008733
ENSMUSG00000031585	0.2394766476	0.6756597446	0.8189008733
ENSMUSG00000105965	0.4494006351	0.6756727044	0.8189008733
ENSMUSG00000024228	-0.5068447621	0.6758704533	0.8190453803
ENSMUSG00000071180	-0.3795184707	0.6758616086	0.8190453803
ENSMUSG00000089417	0.3733642061	0.6763683762	0.819338828
ENSMUSG00000015806	0.1029974973	0.6762998355	0.819338828
ENSMUSG00000027346	0.2690453687	0.6762603807	0.819338828
ENSMUSG00000022223	0.1484941764	0.6763875106	0.819338828
ENSMUSG00000005354	0.1267534247	0.6761826912	0.819338828
ENSMUSG00000023882	0.3590319915	0.6763848601	0.819338828
ENSMUSG00000024132	0.1252618713	0.6763270612	0.819338828
ENSMUSG00000100280	-0.4136658241	0.6764272834	0.8193394342
ENSMUSG00000021260	-0.4935744605	0.6767017474	0.8196242993
ENSMUSG00000006587	-0.5705128475	0.6767986659	0.8196941
ENSMUSG00000026159	-0.2165791265	0.6769800099	0.8198661372
ENSMUSG00000084280	1.2406505089	0.6771148172	0.8199817989
ENSMUSG00000082741	-0.3818772347	0.6772242669	0.820066741
ENSMUSG00000030286	0.0634644545	0.6773298014	0.8201246697
ENSMUSG00000031197	0.2371324447	0.6774293454	0.8201246697
ENSMUSG00000116090	0.3994140427	0.6774269542	0.8201246697
ENSMUSG00000020646	0.6020053745	0.677356589	0.8201246697
ENSMUSG00000035778	-0.3028367382	0.6777036366	0.8203178253
ENSMUSG00000111017	0.8595450092	0.6776402635	0.8203178253
ENSMUSG00000027305	0.0545075168	0.6777068512	0.8203178253
ENSMUSG00000083179	0.3949251967	0.6778936936	0.8204963816
ENSMUSG00000089365	-0.2780230904	0.6780060363	0.8205686847
ENSMUSG00000114988	0.3478528546	0.678032093	0.8205686847
ENSMUSG00000046006	0.2692325055	0.6781244803	0.8206328905
ENSMUSG00000108686	0.4252277943	0.6783417209	0.8208005639
ENSMUSG00000106962	1.0288232493	0.6783107941	0.8208005639
ENSMUSG00000032702	-0.6741724768	0.6784710691	0.8209094656
ENSMUSG00000021306	0.2874018624	0.6785646231	0.8209750483
ENSMUSG00000020122	0.3803260407	0.6787029303	0.8210947658
ENSMUSG00000111690	1.1459117003	0.6788186488	0.8211871431
ENSMUSG00000081405	0.3008209738	0.6788794853	0.8212131213
ENSMUSG00000044250	0.2334241478	0.6790371332	0.8212133621
ENSMUSG00000079554	1.028823235	0.6789918385	0.8212133621
ENSMUSG00000021134	-0.2597448237	0.6790301215	0.8212133621
ENSMUSG00000005823	0.0712528101	0.6789346333	0.8212133621
ENSMUSG00000033182	0.6257583541	0.6791024289	0.8212447237
ENSMUSG00000029207	-0.2410755556	0.679349278	0.8214956232
ENSMUSG00000024941	-0.2915973367	0.6794479402	0.8215673106
ENSMUSG00000081953	0.2175115039	0.6796857028	0.8218071758
ENSMUSG00000044150	-0.1383014071	0.679842969	0.8219496907
ENSMUSG00000091277	-0.3434093645	0.6799244837	0.8219560994
ENSMUSG00000041115	-0.1715372638	0.6799574121	0.8219560994
ENSMUSG00000037455	-0.4693267652	0.6799664631	0.8219560994
ENSMUSG00000032870	-0.0918446518	0.6801138075	0.8220389529
ENSMUSG00000103585	-0.8947648671	0.6800787239	0.8220389529
ENSMUSG00000114095	0.8408160319	0.6802661183	0.8221754158
ENSMUSG00000061536	0.1705547618	0.6803684128	0.8222514161
ENSMUSG00000076754	0.4366592447	0.6804331474	0.8222820178
ENSMUSG00000027406	0.0742735409	0.6806849646	0.8223005452
ENSMUSG00000052534	0.2404273372	0.6806620073	0.8223005452
ENSMUSG00000104900	-0.2609326131	0.6805346625	0.8223005452
ENSMUSG00000037593	-0.6873375658	0.6805991739	0.8223005452
ENSMUSG00000053957	-0.5623277545	0.6806189376	0.8223005452
ENSMUSG00000009630	0.0760760214	0.6806663729	0.8223005452
ENSMUSG00000034063	-0.8852092784	0.6808469398	0.8224485962
ENSMUSG00000027671	-0.0746463751	0.6810640627	0.8226632434
ENSMUSG00000078762	0.1336900232	0.6811981922	0.8227776231
ENSMUSG00000039055	-0.1784392465	0.6812979527	0.8228028473
ENSMUSG00000113128	-0.3466709961	0.6812911826	0.8228028473
ENSMUSG00000042155	-0.4791332768	0.6815026122	0.8230023731
ENSMUSG00000081231	0.8599911782	0.6816813617	0.823170588
ENSMUSG00000101438	-0.8947648438	0.681736684	0.8231897464
ENSMUSG00000062328	0.2871311535	0.6821145478	0.8234937769
ENSMUSG00000032422	-0.1609952513	0.6821463573	0.8234937769
ENSMUSG00000009030	0.1225008326	0.6820668836	0.8234937769
ENSMUSG00000028066	0.1730341207	0.6820726259	0.8234937769
ENSMUSG00000031154	-0.1604133739	0.6823590504	0.8236075712
ENSMUSG00000070871	-0.1305086335	0.6823538642	0.8236075712
ENSMUSG00000110188	0.2987919915	0.682358487	0.8236075712
ENSMUSG00000025745	-0.2410019404	0.6826156075	0.8237473128
ENSMUSG00000109390	0.4889074348	0.6826327609	0.8237473128
ENSMUSG00000040289	-0.5503868638	0.6826292359	0.8237473128
ENSMUSG00000079355	0.6101074717	0.6825600708	0.8237473128
ENSMUSG00000059316	-0.1202948837	0.6827723418	0.8238680953
ENSMUSG00000094117	0.5051559271	0.6829567352	0.8238999866
ENSMUSG00000028484	0.0710500622	0.68289637	0.8238999866
ENSMUSG00000095930	0.3651747705	0.6829223177	0.8238999866
ENSMUSG00000016024	0.5677014851	0.6829215705	0.8238999866
ENSMUSG00000110657	0.4073200957	0.6831466807	0.8240814802
ENSMUSG00000082283	0.3658805622	0.6833215764	0.8241971468
ENSMUSG00000098142	0.3858180338	0.6832898601	0.8241971468
ENSMUSG00000096486	0.7085649315	0.6833687748	0.8242064256
ENSMUSG00000028062	0.3517809583	0.6834634471	0.8242729578
ENSMUSG00000091191	0.2376522952	0.68359236	0.8243331256
ENSMUSG00000061356	0.3809672769	0.6835785292	0.8243331256
ENSMUSG00000044609	0.3474870946	0.6836749694	0.8243374494
ENSMUSG00000020988	-0.1943234787	0.6836553775	0.8243374494
ENSMUSG00000032727	-0.2869430709	0.6837969439	0.8243415948
ENSMUSG00000108120	0.2130664935	0.6837362136	0.8243415948
ENSMUSG00000029471	0.1439932421	0.6837968723	0.8243415948
ENSMUSG00000103581	0.8913581028	0.6840325551	0.8245185195
ENSMUSG00000057667	-0.1186070665	0.6841413072	0.8245185195
ENSMUSG00000029833	-0.1695554106	0.6841266912	0.8245185195
ENSMUSG00000027649	-0.1782984772	0.6840216156	0.8245185195
ENSMUSG00000031467	0.0856848813	0.6841200899	0.8245185195
ENSMUSG00000076671	0.688551272	0.6842423135	0.8245758736
ENSMUSG00000065395	-0.8947648075	0.6842679432	0.8245758736
ENSMUSG00000069763	0.5397586196	0.6844573808	0.824639694
ENSMUSG00000043154	0.2560092915	0.6843729897	0.824639694
ENSMUSG00000029012	-0.136430968	0.6844438891	0.824639694
ENSMUSG00000045349	0.2255752285	0.6844790097	0.824639694
ENSMUSG00000068735	-0.154258015	0.6845417659	0.8246676789
ENSMUSG00000021079	-0.1115805004	0.6849509651	0.8251129964
ENSMUSG00000022812	-0.241027892	0.6851249559	0.8252272938
ENSMUSG00000106149	-0.1384095299	0.6850900293	0.8252272938
ENSMUSG00000040782	0.1964769647	0.6851973899	0.8252668945
ENSMUSG00000082580	-0.6441616179	0.6853520633	0.8253836247
ENSMUSG00000041992	0.2678965082	0.6853734321	0.8253836247
ENSMUSG00000093858	-0.2954452044	0.6855593413	0.8255598579
ENSMUSG00000027845	0.1194468456	0.6857492837	0.8256614752
ENSMUSG00000021748	0.061955602	0.6857114134	0.8256614752
ENSMUSG00000097175	-0.4595524425	0.6857624523	0.8256614752
ENSMUSG00000060510	-0.1204038216	0.6858547853	0.8257249919
ENSMUSG00000103467	1.4891126988	0.6860181638	0.8258740307
ENSMUSG00000031828	0.1413038466	0.6860684262	0.8258868834
ENSMUSG00000035868	0.216580157	0.6861117649	0.8258914004
ENSMUSG00000042148	0.0730670473	0.6862567864	0.8260183081
ENSMUSG00000104802	-0.3043564226	0.6865194914	0.8262868437
ENSMUSG00000008682	0.3371387686	0.6867487915	0.8264599382
ENSMUSG00000029446	-0.1269229466	0.6867821477	0.8264599382
ENSMUSG00000087526	-0.336268043	0.6867363344	0.8264599382
ENSMUSG00000064302	-0.1407525637	0.6868496984	0.8264603834
ENSMUSG00000031754	0.295394328	0.6868617451	0.8264603834
ENSMUSG00000084342	-0.5072936425	0.686987313	0.8265161358
ENSMUSG00000051716	1.0175385559	0.6869857173	0.8265161358
ENSMUSG00000105986	-0.4570974132	0.6870941132	0.8265492985
ENSMUSG00000068284	-0.1213744877	0.6870678043	0.8265492985
ENSMUSG00000042251	-1.3398178618	0.6871897867	0.8266167274
ENSMUSG00000066613	-0.1370464831	0.6873529404	0.8267653155
ENSMUSG00000053929	-0.0944726353	0.6875029521	0.8268980796
ENSMUSG00000073233	0.1977729081	0.6875685621	0.8269293198
ENSMUSG00000087128	0.1725540096	0.6876115588	0.8269333612
ENSMUSG00000030532	0.3099587681	0.6877395422	0.8270396028
ENSMUSG00000004730	-0.2640020059	0.6878336061	0.8270455061
ENSMUSG00000023072	-0.125250701	0.6878633764	0.8270455061
ENSMUSG00000047221	-0.1433486013	0.6878141333	0.8270455061
ENSMUSG00000031385	0.6643247129	0.6879720332	0.8271284808
ENSMUSG00000109719	-0.1080216208	0.6882150586	0.827343476
ENSMUSG00000023467	0.1548283936	0.6882301695	0.827343476
ENSMUSG00000044968	-0.1938161882	0.688332376	0.8274186656
ENSMUSG00000102894	-0.9657702627	0.6884255455	0.8274353125
ENSMUSG00000032604	-0.0878262713	0.6884004571	0.8274353125
ENSMUSG00000077450	0.2865293495	0.6886187631	0.8275034566
ENSMUSG00000085110	1.3623497898	0.6885963137	0.8275034566
ENSMUSG00000043987	0.0947168674	0.6885842101	0.8275034566
ENSMUSG00000025010	0.3454431692	0.688640896	0.8275034566
ENSMUSG00000102953	0.5130610611	0.6887227121	0.827554106
ENSMUSG00000021493	0.2287867557	0.6889687142	0.8278020205
ENSMUSG00000042377	0.2906848239	0.6891056806	0.827871232
ENSMUSG00000111515	0.2984899191	0.6890843381	0.827871232
ENSMUSG00000018583	0.168877983	0.689450106	0.8282373215
ENSMUSG00000029072	0.3447361665	0.6895688312	0.8282827969
ENSMUSG00000031970	-0.7970284179	0.6895931017	0.8282827969
ENSMUSG00000095253	-0.1850621161	0.6896070643	0.8282827969
ENSMUSG00000083911	0.4014265683	0.6896519537	0.8282890283
ENSMUSG00000022507	-0.2398972999	0.6897726151	0.8283385753
ENSMUSG00000086050	0.8774441022	0.6897671427	0.8283385753
ENSMUSG00000054400	-0.0995242427	0.6901585604	0.8287543482
ENSMUSG00000037432	-0.2139254727	0.690313502	0.828892696
ENSMUSG00000005886	-0.143207437	0.6904372415	0.8289935641
ENSMUSG00000097786	-0.436850249	0.6905905335	0.8291299016
ENSMUSG00000059588	-0.2936094512	0.6908396828	0.8293813041
ENSMUSG00000104315	0.4241083532	0.6909954968	0.8295206312
ENSMUSG00000034254	0.1251759648	0.6910441107	0.829531259
ENSMUSG00000100744	0.7277622809	0.6911079307	0.8295601379
ENSMUSG00000094993	0.9905935598	0.6912551928	0.8296891662
ENSMUSG00000055401	0.1632875888	0.6913716644	0.829781225
ENSMUSG00000022043	0.2379967702	0.6914252698	0.8297978258
ENSMUSG00000031887	0.1159626455	0.6914690686	0.8298026562
ENSMUSG00000059482	0.1707688256	0.6915543447	0.8298554053
ENSMUSG00000024019	-0.2864566242	0.6915925769	0.8298554053
ENSMUSG00000037014	-0.7956386628	0.6917492297	0.8299001828
ENSMUSG00000102401	-0.8947646954	0.691725615	0.8299001828
ENSMUSG00000017146	0.2675255289	0.6917469193	0.8299001828
ENSMUSG00000055717	0.1264562555	0.6920591124	0.8301900934
ENSMUSG00000028207	-0.1381182373	0.6920969318	0.8301900934
ENSMUSG00000103967	0.5444243303	0.6921102571	0.8301900934
ENSMUSG00000037990	0.5967300328	0.6923303418	0.8303586043
ENSMUSG00000026585	0.1838898735	0.6923062618	0.8303586043
